﻿type,name,steam_appid,developers,publishers,website,categories,genres,steam_url,detection_stage,api_response_type,potential_duplicate,release_date,description,supported_languages,followers,wishlists_est,wishlist_rank,discovery_date
unknown,Early Stage App (ID: 3909460),3909460,,,,,,https://store.steampowered.com/app/3909460,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3581790),3581790,,,,,,https://store.steampowered.com/app/3581790,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3352420),3352420,,,,,,https://store.steampowered.com/app/3352420,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3876740),3876740,,,,,,https://store.steampowered.com/app/3876740,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3909510),3909510,,,,,,https://store.steampowered.com/app/3909510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3286930),3286930,,,,,,https://store.steampowered.com/app/3286930,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3745700),3745700,,,,,,https://store.steampowered.com/app/3745700,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3745710),3745710,,,,,,https://store.steampowered.com/app/3745710,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3123120),3123120,,,,,,https://store.steampowered.com/app/3123120,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3745730),3745730,,,,,,https://store.steampowered.com/app/3745730,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3745750),3745750,,,,,,https://store.steampowered.com/app/3745750,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3909600),3909600,,,,,,https://store.steampowered.com/app/3909600,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3385320),3385320,,,,,,https://store.steampowered.com/app/3385320,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3745780),3745780,,,,,,https://store.steampowered.com/app/3745780,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3876860),3876860,,,,,,https://store.steampowered.com/app/3876860,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3647470),3647470,,,,,,https://store.steampowered.com/app/3647470,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3745790),3745790,,,,,,https://store.steampowered.com/app/3745790,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3909630),3909630,,,,,,https://store.steampowered.com/app/3909630,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2926620),2926620,,,,,,https://store.steampowered.com/app/2926620,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2926630),2926630,,,,,,https://store.steampowered.com/app/2926630,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2926640),2926640,,,,,,https://store.steampowered.com/app/2926640,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3713080),3713080,,,,,,https://store.steampowered.com/app/3713080,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3844160),3844160,,,,,,https://store.steampowered.com/app/3844160,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2926660),2926660,,,,,,https://store.steampowered.com/app/2926660,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3909720),3909720,,,,,,https://store.steampowered.com/app/3909720,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3942490),3942490,,,,,,https://store.steampowered.com/app/3942490,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3876980),3876980,,,,,,https://store.steampowered.com/app/3876980,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3942530),3942530,,,,,,https://store.steampowered.com/app/3942530,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3909780),3909780,,,,,,https://store.steampowered.com/app/3909780,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2926780),2926780,,,,,,https://store.steampowered.com/app/2926780,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3745980),3745980,,,,,,https://store.steampowered.com/app/3745980,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3909820),3909820,,,,,,https://store.steampowered.com/app/3909820,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3909830),3909830,,,,,,https://store.steampowered.com/app/3909830,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3909840),3909840,,,,,,https://store.steampowered.com/app/3909840,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3942610),3942610,,,,,,https://store.steampowered.com/app/3942610,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3844320),3844320,,,,,,https://store.steampowered.com/app/3844320,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3451110),3451110,,,,,,https://store.steampowered.com/app/3451110,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3811560),3811560,,,,,,https://store.steampowered.com/app/3811560,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3123440),3123440,,,,,,https://store.steampowered.com/app/3123440,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3909880),3909880,,,,,,https://store.steampowered.com/app/3909880,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877110),3877110,,,,,,https://store.steampowered.com/app/3877110,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3713280),3713280,,,,,,https://store.steampowered.com/app/3713280,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3811660),3811660,,,,,,https://store.steampowered.com/app/3811660,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877200),3877200,,,,,,https://store.steampowered.com/app/3877200,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3844440),3844440,,,,,,https://store.steampowered.com/app/3844440,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3909980),3909980,,,,,,https://store.steampowered.com/app/3909980,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3844450),3844450,,,,,,https://store.steampowered.com/app/3844450,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3942760),3942760,,,,,,https://store.steampowered.com/app/3942760,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2828650),2828650,,,,,,https://store.steampowered.com/app/2828650,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3844470),3844470,,,,,,https://store.steampowered.com/app/3844470,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3942790),3942790,,,,,,https://store.steampowered.com/app/3942790,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910040),3910040,,,,,,https://store.steampowered.com/app/3910040,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2828710),2828710,,,,,,https://store.steampowered.com/app/2828710,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3713470),3713470,,,,,,https://store.steampowered.com/app/3713470,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910080),3910080,,,,,,https://store.steampowered.com/app/3910080,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3844560),3844560,,,,,,https://store.steampowered.com/app/3844560,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3844570),3844570,,,,,,https://store.steampowered.com/app/3844570,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877350),3877350,,,,,,https://store.steampowered.com/app/3877350,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3746280),3746280,,,,,,https://store.steampowered.com/app/3746280,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910120),3910120,,,,,,https://store.steampowered.com/app/3910120,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877360),3877360,,,,,,https://store.steampowered.com/app/3877360,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2763250),2763250,,,,,,https://store.steampowered.com/app/2763250,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3680800),3680800,,,,,,https://store.steampowered.com/app/3680800,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3942960),3942960,,,,,,https://store.steampowered.com/app/3942960,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877440),3877440,,,,,,https://store.steampowered.com/app/3877440,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910210),3910210,,,,,,https://store.steampowered.com/app/3910210,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877460),3877460,,,,,,https://store.steampowered.com/app/3877460,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3943000),3943000,,,,,,https://store.steampowered.com/app/3943000,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910270),3910270,,,,,,https://store.steampowered.com/app/3910270,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3648160),3648160,,,,,,https://store.steampowered.com/app/3648160,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877550),3877550,,,,,,https://store.steampowered.com/app/3877550,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3844790),3844790,,,,,,https://store.steampowered.com/app/3844790,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910350),3910350,,,,,,https://store.steampowered.com/app/3910350,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3943120),3943120,,,,,,https://store.steampowered.com/app/3943120,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910380),3910380,,,,,,https://store.steampowered.com/app/3910380,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910400),3910400,,,,,,https://store.steampowered.com/app/3910400,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3746580),3746580,,,,,,https://store.steampowered.com/app/3746580,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877670),3877670,,,,,,https://store.steampowered.com/app/3877670,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3943210),3943210,,,,,,https://store.steampowered.com/app/3943210,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877680),3877680,,,,,,https://store.steampowered.com/app/3877680,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3943220),3943220,,,,,,https://store.steampowered.com/app/3943220,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3943250),3943250,,,,,,https://store.steampowered.com/app/3943250,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877710),3877710,,,,,,https://store.steampowered.com/app/3877710,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877720),3877720,,,,,,https://store.steampowered.com/app/3877720,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2075510),2075510,,,,,,https://store.steampowered.com/app/2075510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910520),3910520,,,,,,https://store.steampowered.com/app/3910520,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3943290),3943290,,,,,,https://store.steampowered.com/app/3943290,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3844990),3844990,,,,,,https://store.steampowered.com/app/3844990,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3746720),3746720,,,,,,https://store.steampowered.com/app/3746720,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3845030),3845030,,,,,,https://store.steampowered.com/app/3845030,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3419050),3419050,,,,,,https://store.steampowered.com/app/3419050,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3648440),3648440,,,,,,https://store.steampowered.com/app/3648440,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3845050),3845050,,,,,,https://store.steampowered.com/app/3845050,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910600),3910600,,,,,,https://store.steampowered.com/app/3910600,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2141130),2141130,,,,,,https://store.steampowered.com/app/2141130,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877840),3877840,,,,,,https://store.steampowered.com/app/3877840,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2567130),2567130,,,,,,https://store.steampowered.com/app/2567130,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877850),3877850,,,,,,https://store.steampowered.com/app/3877850,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2567140),2567140,,,,,,https://store.steampowered.com/app/2567140,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910630),3910630,,,,,,https://store.steampowered.com/app/3910630,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3615720),3615720,,,,,,https://store.steampowered.com/app/3615720,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3943400),3943400,,,,,,https://store.steampowered.com/app/3943400,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3681260),3681260,,,,,,https://store.steampowered.com/app/3681260,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2567150),2567150,,,,,,https://store.steampowered.com/app/2567150,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877870),3877870,,,,,,https://store.steampowered.com/app/3877870,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3779570),3779570,,,,,,https://store.steampowered.com/app/3779570,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877880),3877880,,,,,,https://store.steampowered.com/app/3877880,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910650),3910650,,,,,,https://store.steampowered.com/app/3910650,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3812350),3812350,,,,,,https://store.steampowered.com/app/3812350,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3877920),3877920,,,,,,https://store.steampowered.com/app/3877920,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3779630),3779630,,,,,,https://store.steampowered.com/app/3779630,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3910740),3910740,,,,,,https://store.steampowered.com/app/3910740,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 2272360),2272360,,,,,,https://store.steampowered.com/app/2272360,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3812460),3812460,,,,,,https://store.steampowered.com/app/3812460,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3812510),3812510,,,,,,https://store.steampowered.com/app/3812510,early_stage,error,False,未知,,,,,,2025-08-22
unknown,Early Stage App (ID: 3878050),3878050,,,,,,https://store.steampowered.com/app/3878050,early_stage,error,False,未知,,,,,,2025-08-22
